"","index","semester","type","course","pre_post","si1","si2","si3","si4","si5","science_id_ave","cm1","cm2","cm3","cm4","cm5","career_mot_ave","im1","im2","im3","im4","im5","intrinsic_mot_ave","sd1","sd2","sd3","sd4","sd5","self_determition_ave","se1","se2","se3","se4","se5","self_efficacy_ave","gm1","gm2","gm3","gm4","gm5","grade_mot_ave","overall_sci_mot","sci_comp1","sci_comp2","sci_comp3","sci_comp4","sci_competancy_ave","per_comm_orient1","per_comm_orient2","per_comm_orient3","per_comm_orient4","persol_comm_orient_ave","sci_comm_orient1","sci_comm_orient2","sci_comm_orient3","sci_comm_orient4","sci_comm_orient_ave","resilience1","resilience2","resilience3","resilience4","resilience_ave","major","career","gender","ethnicity","parents_grad_college","dependents","med_condition","med_condition_dependent"
"431",431,"Summer 2021","Major","BIOL1610","Pre",2,2,1,1,3,1.8,4,4,3,3,2,3.2,2,3,3,2,2,2.4,4,4,4,4,4,4,3,3,3,3,4,3.2,5,4,4,3,3,3.8,3.32,2,3,2,2,2.25,5,3,5,4,4.25,3,3,3,3,3,2,5,5,4,4,"Health_sci","health_care_pro","female","white","Unsure",0,"No","No"
"432",432,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,4,4,4,4.4,4,4,4,4,3,3.8,4,4,4,4,5,4.2,4,4,4,4,5,4.2,4.32,4,2,4,3,3.25,6,6,6,6,6,6,7,6,5,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,NA,"No"
"433",433,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,4,3,4,3.6,4,5,5,5,5,4.8,5,5,4,4,5,4.6,4,2,5,4,4,3.8,2,4,2,4,4,3.2,5,5,5,5,3,4.6,4.2,2,2,2,2,2,7,7,7,6,6.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"434",434,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,3,3,3,3.2,4,3,4,4,4,3.8,4,5,3,3,4,3.8,4,4,4,3,4,3.8,4,4,3,4,4,3.8,5,4,4,4,3,4,3.84,3,4,3,4,3.5,5,5,5,4,4.75,5,5,4,5,4.75,NA,NA,NA,NA,NA,"Other",NA,"male","prefer_not_answer","Yes",0,"No","No"
"435",435,"Fall 2021","Major","BIOL1610","Pre",5,5,5,4,3,4.4,3,3,3,1,1,2.2,5,5,5,5,5,5,3,5,4,5,4,4.2,5,5,5,5,5,5,5,5,5,5,3,4.6,4.2,2,1,3,1,1.75,5,5,5,5,5,4,5,5,4,4.5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"436",436,"Fall 2021","Major","BIOL1610","Pre",3,4,2,1,3,2.6,4,4,4,5,5,4.4,4,5,3,4,4,4,4,4,4,2,3,3.4,2,3,2,4,2,2.6,4,4,4,4,4,4,3.68,2,1,2,3,2,4,4,5,5,4.5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology","scientist","male","white","Yes",0,"Yes","No"
"437",437,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,2,1,2,2,4,4,5,5,3,4.2,5,4,4,4,4,4.2,5,3,4,4,4,4,3,4,2,3,4,3.2,4,5,5,5,4,4.6,4.04,3,4,3,4,3.5,6,7,7,6,6.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Engineering","engineer","male","white","Yes",0,"Yes","Yes"
"438",438,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,4,4.2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4.6,4.32,3,4,2,2,2.75,5,5,5,3,4.5,3,4,3,5,3.75,NA,NA,NA,NA,NA,"Biology","health_care_pro","male","white","Yes",0,"No","No"
"439",439,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,4,3,3,3.4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,4.64,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","american_indian","No",0,"No",NA
"440",440,"Fall 2021","Non-Major","BIOL1010","Pre",1,1,3,3,1,1.8,4,5,5,5,5,4.8,3,3,3,2,1,2.4,2,2,3,1,2,2,1,4,3,3,4,3,4,4,5,5,3,4.2,3.28,3,2,1,2,2,7,5,7,7,6.5,4,4,4,4,4,NA,NA,NA,NA,NA,"Other",NA,"female","latinx","No",0,"No","No"
"441",441,"Fall 2021","Major","BIOL1610","Pre",2,5,4,4,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4.4,4,5,4,4,5,4.4,5,5,5,5,3,4.6,4.68,4,5,4,4,4.25,4,4,5,5,4.5,4,5,4,5,4.5,NA,NA,NA,NA,NA,"Computer_sci","scientist","male","white","Yes",0,"No","No"
"442",442,"Spring 2022","Non-Major","BIOL1010","Pre",2,4,2,1,2,2.2,3,3,3,2,1,2.4,5,4,4,3,5,4.2,4,4,5,4,4,4.2,4,4,4,5,4,4.2,5,5,5,5,3,4.6,3.92,2,2,3,2,2.25,5,4,6,5,5,3,4,3,4,3.5,NA,NA,NA,NA,NA,"Non_STEM","non_stem","female","white","Yes",0,"No","Yes"
"443",443,"Fall 2021","Major","BIOL1610","Pre",2,3,3,2,3,2.6,2,2,2,2,2,2,2,2,3,3,2,2.4,4,4,3,4,4,3.8,4,5,4,4,4,4.2,4,5,4,4,4,4.2,3.32,3,2,2,2,2.25,5,4,5,5,4.75,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","No",0,NA,"No"
"444",444,"Fall 2021","Major","BIOL1610","Pre",4,4,3,3,4,3.6,2,1,1,1,1,1.2,1,1,2,2,1,1.4,2,2,2,2,2,2,2,1,2,2,2,1.8,2,2,3,2,3,2.4,1.76,3,3,2,4,3,5,4,5,5,4.75,4,4,5,5,4.5,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"445",445,"Fall 2021","Major","BIOL1610","Pre",2,2,3,2,2,2.2,5,5,5,5,5,5,4,3,4,3,3,3.4,4,5,4,4,4,4.2,4,3,3,4,4,3.6,5,5,4,5,2,4.2,4.08,2,4,3,3,3,6,4,6,6,5.5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"446",446,"Fall 2021","Major","BIOL1610","Pre",3,3,1,1,1,1.8,1,1,1,3,3,1.8,5,3,5,3,4,4,5,5,4,4,4,4.4,5,5,5,5,5,5,5,5,5,5,3,4.6,3.96,2,1,1,3,1.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
"447",447,"Fall 2021","Major","BIOL1610","Pre",2,4,2,3,3,2.8,5,5,5,5,5,5,4,4,5,5,4,4.4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,4.28,2,4,4,4,3.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"448",448,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,4,3,3.2,3,4,3,4,3,3.4,4,4,3,3,3,3.4,3,4,4,3,4,3.6,4,4,4,4,4,4,4,4,4,4,4,4,3.68,3,3,4,3,3.25,7,6,6,6,6.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Engineering",NA,"male","white","No",0,"Yes","No"
"449",449,"Fall 2021","Major","BIOL1610","Pre",4,4,2,2,2,2.8,2,2,2,3,3,2.4,4,4,2,2,3,3,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,5,5,3.68,3,3,3,3,3,6,5,6,4,5.25,3,3,3,3,3,NA,NA,NA,NA,NA,"Health_sci",NA,"male","white","Yes",0,"No","No"
"450",450,"Fall 2021","Major","BIOL1610","Pre",5,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4.6,4,5,4,4,4,4.2,5,5,5,5,5,5,3.16,4,4,4,5,4.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"451",451,"Fall 2021","Major","BIOL1610","Pre",2,3,3,2,2,2.4,4,5,5,5,5,4.8,4,3,3,3,3,3.2,4,4,2,2,3,3,3,5,3,3,4,3.6,5,5,5,5,4,4.8,3.88,2,2,2,2,2,5,5,6,5,5.25,4,4,4,4,4,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,NA,NA
"452",452,"Fall 2021","Major","BIOL1610","Pre",2,3,3,2,4,2.8,3,4,2,2,3,2.8,3,2,2,3,3,2.6,4,2,3,3,2,2.8,3,4,2,3,4,3.2,3,2,2,3,3,2.6,2.8,2,3,2,3,2.5,5,4,3,3,3.75,3,2,2,2,2.25,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,NA,NA
"453",453,"Spring 2022","Non-Major","BIOL1010","Pre",2,1,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4.4,2,3,3,2,2.5,5,5,5,5,5,5,6,6,5,5.5,NA,NA,NA,NA,NA,"Engineering","dentist","male","white","No",0,"No","No"
"454",454,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,3,4.6,4.88,4,5,5,5,4.75,6,5,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology",NA,"female","biracial","Yes",0,"Yes","No"
"455",455,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,2,4,3,2,2,2,2,2,2,5,5,4,4,5,4.6,4,3,5,3,4,3.8,5,5,4,5,5,4.8,5,5,5,5,3,4.6,3.96,4,4,3,3,3.5,7,7,7,7,7,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"456",456,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,3,4.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.56,2,3,3,1,2.25,4,3,5,5,4.25,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Non_STEM","non_stem","female","white","Yes",0,"No","No"
"457",457,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,2,4,3.6,4,4,4,4,3,3.8,4,4,5,4,5,4.4,4,4,5,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,4.48,5,4,5,4,4.5,6,7,7,7,6.75,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Mathematics",NA,"male","white","No",0,"No","No"
"458",458,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4.8,5,5,5,5,5,5,4.36,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Mathematics",NA,"male","white","No",0,"No","No"
"459",459,"Summer 2021","Major","BIOL1610","Pre",3,4,4,5,4,4,4,4,4,5,5,4.4,5,5,5,4,5,4.8,5,5,5,5,5,5,4,5,4,5,5,4.6,5,5,5,5,4,4.8,4.72,4,3,3,4,3.5,5,5,6,6,5.5,5,5,6,6,5.5,4,4,4,3,3.75,"Other","educator","female","white","No",0,"No","No"
"460",460,"Fall 2021","Non-Major","BIOL1010","Pre",2,4,3,2,2,2.6,4,4,4,5,2,3.8,5,5,5,5,5,5,4,4,2,3,3,3.2,4,4,3,4,4,3.8,5,5,5,5,5,5,4.16,4,4,1,4,3.25,7,6,7,7,6.75,7,7,7,7,7,NA,NA,NA,NA,NA,"Non_STEM","non_stem","male","white","Yes",0,"No","No"
"461",461,"Fall 2021","Major","BIOL1610","Pre",2,4,2,3,4,3,5,5,5,5,5,5,4,4,3,3,4,3.6,3,4,3,3,4,3.4,4,5,5,4,5,4.6,5,4,5,5,4,4.6,4.24,3,2,2,4,2.75,5,5,6,4,5,5,6,6,5,5.5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","No",0,"No","No"
"462",462,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,3,4,3.8,4,5,5,5,5,4.8,5,5,5,5,5,5,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,4.8,4,4,4,5,4.25,7,6,6,7,6.5,7,6,7,6,6.5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","american_indian","No",1,"No","Yes"
"463",463,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,3,2,3,2.8,4,5,5,5,4,4.6,4,4,4,3,4,3.8,4,3,3,3,4,3.4,3,4,3,3,4,3.4,4,4,5,5,4,4.4,3.92,3,3,4,4,3.5,6,6,7,7,6.5,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Unsure",0,"No","No"
"464",464,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,4,5,5,5,4,4.6,4,4,4,5,4,4.2,4,4,2,2,4,3.2,5,5,4,5,5,4.8,4,4,5,5,4,4.4,4.24,4,2,2,4,3,6,5,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","latinx","Yes",0,"No","No"
"465",465,"Fall 2021","Major","BIOL1610","Pre",5,5,3,5,5,4.6,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.2,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","asian","Yes",0,"Yes","No"
"466",466,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4.8,4.76,4,4,3,5,4,4,5,5,6,5,4,4,4,4,4,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"Yes","No"
"467",467,"Fall 2021","Major","BIOL1610","Pre",4,4,2,3,3,3.2,5,5,5,5,5,5,5,4,5,4,5,4.6,4,5,5,4,4,4.4,5,5,4,4,4,4.4,5,5,5,5,4,4.8,4.64,3,4,4,4,3.75,4,5,4,6,4.75,5,5,6,5,5.25,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"468",468,"Summer 2021","Major","BIOL1610","Pre",5,5,4,5,3,4.4,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,3.8,4.72,2,1,2,1,1.5,6,5,6,5,5.5,6,5,6,6,5.75,4,5,5,3,4.25,"Biology","medical_doctor","female","white","No",0,"No","No"
"469",469,"Fall 2021","Major","BIOL1610","Pre",4,4,2,4,4,3.6,5,5,5,5,5,5,4,4,3,4,4,3.8,3,4,4,3,4,3.6,4,4,4,4,4,4,5,5,5,5,5,5,4.28,4,3,3,4,3.5,6,5,6,6,5.75,5,5,5,4,4.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"470",470,"Summer 2021","Major","BIOL1610","Pre",4,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4.8,5,5,5,5,3,4.6,4.68,4,3,2,4,3.25,5,4,5,5,4.75,6,6,5,5,5.5,4,5,4,3,4,"Biology","scientist","male","white","Yes",0,"No","No"
"471",471,"Fall 2021","Non-Major","BIOL1010","Pre",1,3,2,1,4,2.2,1,4,3,1,1,2,5,4,3,2,5,3.8,4,4,5,3,4,4,4,5,4,3,5,4.2,3,3,4,3,4,3.4,3.48,3,2,2,4,2.75,5,1,4,5,3.75,4,6,5,4,4.75,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","No",0,"No","No"
"472",472,"Summer 2021","Major","BIOL1610","Pre",2,2,2,2,3,2.2,5,5,5,5,5,5,3,4,4,4,2,3.4,5,3,5,5,5,4.6,4,5,3,4,4,4,5,5,5,5,3,4.6,4.32,4,1,2,4,2.75,5,5,6,6,5.5,5,5,5,5,5,3,5,4,3,3.75,"Health_sci","dentist","female","white","Yes",0,"No","No"
"473",473,"Fall 2021","Major","BIOL1610","Pre",2,3,2,1,1,1.8,4,5,4,5,4,4.4,4,4,3,4,4,3.8,3,3,3,2,3,2.8,4,3,4,4,5,4,4,4,5,4,2,3.8,3.76,2,1,4,5,3,2,5,3,6,4,3,5,5,1,3.5,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"474",474,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,3,4,3,3.4,4,4,4,4,4,4,5,5,5,3,5,4.6,5,4,5,5,5,4.8,4,4,3,4,4,3.8,5,5,5,5,4,4.8,4.4,3,3,3,4,3.25,6,6,6,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,"Computer_sci","engineer","female","white","Yes",4,"No","No"
"475",475,"Summer 2021","Major","BIOL1610","Pre",4,3,3,3,3,3.2,1,1,1,1,1,1,2,2,1,2,2,1.8,2,1,1,2,2,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1.28,3,4,4,4,3.75,5,5,5,5,5,6,6,5,5,5.5,3,4,5,5,4.25,"Health_sci","health_care_pro","female","white","No",0,"No","No"
"476",476,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,3,4,4,3.8,3,3,3,4,2,3,3,4,4,3,4,3.6,3,4,3,2,4,3.2,5,5,5,5,5,5,5,5,5,5,5,5,3.96,5,4,3,3,3.75,6,7,6,6,6.25,6,7,6,6,6.25,NA,NA,NA,NA,NA,"Mathematics","medical_doctor","male","white","Yes",0,"No","No"
"477",477,"Summer 2021","Major","BIOL1610","Pre",5,5,5,3,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4.4,4.88,4,4,5,4,4.25,6,6,6,6,6,6,6,6,6,6,5,5,5,1,4,"Biology","medical_doctor","female","white","No",1,NA,"No"
"478",478,"Summer 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4.92,4,3,3,3,3.25,6,6,6,6,6,6,6,6,6,6,5,5,5,1,4,"Biology","medical_doctor","female","white","No",1,"No","No"
"479",479,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,2,3,2.8,4,4,4,3,4,3.8,5,5,4,5,5,4.8,4,4,4,3,4,3.8,4,5,4,3,4,4,5,5,5,5,5,5,4.28,4,2,2,4,3,6,6,7,7,6.5,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"480",480,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,4,4,4,5,4,4.2,5,5,5,5,5,5,4,4,5,4,4,4.2,4,5,5,5,5,4.8,4,5,4,4,3,4,4.44,4,5,4,5,4.5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology",NA,"non_conforming","white","Yes",0,"No","No"
"481",481,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,3,3,3,3.4,3,4,4,4,3,3.6,4,5,4,4,4,4.2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3.36,3,3,3,4,3.25,4,4,6,7,5.25,4,4,4,4,4,NA,NA,NA,NA,NA,"Other",NA,"prefer_not_answer","prefer_not_answer","Yes",0,NA,NA
"482",482,"Fall 2021","Major","BIOL1610","Pre",4,4,3,5,3,3.8,5,5,5,5,5,5,4,3,4,3,4,3.6,4,3,4,4,3,3.6,4,4,3,3,4,3.6,5,5,5,5,4,4.8,4.12,3,3,3,2,2.75,5,4,5,5,4.75,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","No",0,"No","No"
"483",483,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,4,4.4,1,1,1,1,1,1,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.12,4,4,4,4,4,5,6,6,5,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"484",484,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,2,1,2,2.6,5,5,5,4,3,4.4,5,5,5,5,5,5,4,2,3,3,4,3.2,4,4,4,3,4,3.8,5,5,5,5,3,4.6,4.2,4,4,4,4,4,6,6,7,7,6.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Other","educator","female","white","No",0,"Yes","No"
"485",485,"Fall 2021","Major","BIOL1610","Pre",5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,4,4,4.6,4,3,4,4,4,3.8,4,4,4,4,4,4,5,5,3,5,4,4.4,4.36,4,4,3,3,3.5,5,4,4,6,4.75,5,5,4,4,4.5,NA,NA,NA,NA,NA,"Biology","health_care_pro","male","white","Yes",0,"No","No"
"486",486,"Spring 2022","Non-Major","BIOL1010","Pre",2,1,1,1,4,1.8,4,4,5,5,5,4.6,4,4,5,4,4,4.2,5,5,5,4,3,4.4,5,5,5,5,5,5,4,3,3,2,1,2.6,4.16,3,3,2,4,3,6,6,6,6,6,5,4,6,5,5,NA,NA,NA,NA,NA,"Health_sci","educator","female","white","Yes",0,"No","No"
"487",487,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,4,5,3,3.8,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.96,5,5,4,5,4.75,6,6,NA,5,5.66666666666667,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Other",NA,"male","white","Unsure",2,"Yes","No"
"488",488,"Fall 2021","Major","BIOL1610","Pre",3,1,4,3,3,2.8,4,5,5,4,5,4.6,3,3,4,4,2,3.2,4,5,5,3,3,4,3,4,4,4,4,3.8,5,5,5,5,4,4.8,4.08,4,3,3,4,3.5,5,5,6,6,5.5,3,6,5,6,5,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","No",0,"No","No"
"489",489,"Fall 2021","Major","BIOL1610","Pre",3,3,3,4,4,3.4,4,5,4,3,4,4,4,4,4,3,4,3.8,3,3,3,4,4,3.4,3,4,3,4,5,3.8,4,5,5,5,3,4.4,3.88,2,4,3,4,3.25,5,4,5,5,4.75,5,4,4,NA,4.33333333333333,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","latinx","No",0,"No","No"
"490",490,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,1,1,1,1,2,1.2,4,4,5,4,4,4.2,4,5,5,4,4,4.4,5,5,4,4,4,4.4,5,5,4,5,4,4.6,3.76,4,3,4,4,3.75,5,6,6,6,5.75,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"491",491,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,1,2,3,2.2,3,5,5,5,3,4.2,5,5,5,5,4,4.8,1,2,3,1,2,1.8,3,4,3,3,4,3.4,4,2,2,2,4,2.8,3.4,2,4,2,5,3.25,5,5,6,7,5.75,7,7,6,6,6.5,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"492",492,"Fall 2021","Major","BIOL1610","Pre",2,4,3,3,4,3.2,4,5,5,4,4,4.4,4,4,3,4,3,3.6,5,5,4,4,4,4.4,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.32,4,2,3,3,3,4,5,3,4,4,3,4,4,3,3.5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",2,"No","No"
"493",493,"Spring 2022","Non-Major","BIOL1010","Pre",2,4,3,3,3,3,5,5,4,4,5,4.6,4,5,4,4,4,4.2,2,2,1,2,2,1.8,2,2,2,2,4,2.4,4,3,3,5,3,3.6,3.32,3,2,3,2,2.5,5,2,6,2,3.75,3,5,3,3,3.5,NA,NA,NA,NA,NA,"Other","medical_doctor","female","white","Yes",0,"Yes","No"
"494",494,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,4,5,4,5,4,4.4,5,4,5,5,4,4.6,4,4,4,4,4,4,4,5,4,5,5,4.6,4,4,4,4,2,3.6,4.24,3,2,3,4,3,5,5,5,5,5,5,6,5,6,5.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"495",495,"Fall 2021","Major","BIOL1610","Pre",2,2,2,1,4,2.2,5,5,5,3,3,4.2,5,5,5,4,5,4.8,4,3,2,2,3,2.8,4,4,4,5,5,4.4,4,4,5,5,1,3.8,4,2,4,5,3,3.5,6,6,6,6,6,4,4,5,5,4.5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",0,"No","No"
"496",496,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,5,5,5,4,4,4.6,5,5,4,3,4,4.2,4,5,5,5,4,4.6,5,5,4,5,5,4.8,5,5,4,4,4,4.4,4.52,4,5,4,4,4.25,5,5,5,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"497",497,"Fall 2021","Major","BIOL1610","Pre",3,3,2,4,5,3.4,1,1,1,1,1,1,2,3,3,2,2,2.4,2,2,2,2,3,2.2,3,2,2,2,3,2.4,1,1,1,1,1,1,1.8,3,3,3,3,3,5,5,6,6,5.5,5,5,4,5,4.75,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","other","Yes",0,"No","No"
"498",498,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,1,1,1,1.8,4,4,4,4,4,4,4,4,5,4,4,4.2,3,3,4,4,4,3.6,4,4,4,4,4,4,5,5,5,5,5,5,4.16,4,4,4,4,4,6,6,7,6,6.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","non_stem","male","white","Yes",0,"No","No"
"499",499,"Summer 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,5,5,5,5,5,5,3,3,2,2,3,2.6,4,4,4,3,3,3.6,3,5,2,3,2,3,5,5,5,5,2,4.4,3.72,5,4,4,4,4.25,6,6,6,6,6,6,3,3,3,3.75,5,5,5,5,5,"Biology","medical_doctor","female","white","Yes",0,"Yes","No"
"500",500,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,2,2,3,2.8,2,2,2,3,4,2.6,5,5,5,4,5,4.8,4,3,4,4,4,3.8,4,4,4,4,4,4,5,5,4,4,4,4.4,3.92,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
